season,id,name,short_name,home_team,away_team,home_captain,away_captain,venue_name,home_team_name,away_team_name
2015,829765,Chennai Super Kings v Kolkata Knight Riders,CSK v KKR,CSK,KKR,MS Dhoni,Gautam Gambhir,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings , Kolkata Knight Riders
2015,829763,Royal Challengers Bangalore v Rajasthan Royals,RCB v RR,RCB,RR,Virat Kohli,Shane Watson,"M.Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore , Rajasthan Royals
2015,829723,Kolkata Knight Riders v Chennai Super Kings,KKR v CSK,KKR,CSK,Gautam Gambhir,MS Dhoni,"Eden Gardens, Kolkata",Kolkata Knight Riders , Chennai Super Kings
2015,829767,Delhi Daredevils v Kings XI Punjab,DC v KXIP,DC,KXIP,Jean-Paul Duminy,George Bailey,"Arun Jaitley Stadium, Delhi",Delhi Darede,ils 
2015,829769,Mumbai Indians v Rajasthan Royals,MI v RR,MI,RR,Rohit Sharma,Shane Watson,"Wankhede Stadium, Mumbai",Mumbai Indians , Rajasthan Royals
2015,829771,Royal Challengers Bangalore v Kolkata Knight Riders,RCB v KKR,RCB,KKR,Virat Kohli,Gautam Gambhir,"M.Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore , Kolkata Knight Riders
2015,829773,Sunrisers Hyderabad v Chennai Super Kings,SRH v CSK,SRH,CSK,David Warner,MS Dhoni,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad , Chennai Super Kings
2015,829775,Kings XI Punjab v Mumbai Indians,KXIP v MI,KXIP,MI,George Bailey,Rohit Sharma,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Kings XI Punjab , Mumbai Indians
2015,829777,Rajasthan Royals v Delhi Daredevils,RR v DC,RR,DC,Shane Watson,Jean-Paul Duminy,"Brabourne Stadium, Mumbai",Rajasthan Royals , Delhi Darede
2015,829779,Chennai Super Kings v Royal Challengers Bangalore,CSK v RCB,CSK,RCB,MS Dhoni,Virat Kohli,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings , Royal Challengers Bangalore
2015,829781,Kolkata Knight Riders v Sunrisers Hyderabad,KKR v SRH,KKR,SRH,Gautam Gambhir,David Warner,"Eden Gardens, Kolkata",Kolkata Knight Riders , Sunrisers Hyderabad
2015,829783,Mumbai Indians v Delhi Daredevils,MI v DC,MI,DC,Rohit Sharma,Jean-Paul Duminy,"Wankhede Stadium, Mumbai",Mumbai Indians , Delhi Darede
2015,829785,Royal Challengers Bangalore v Kings XI Punjab,RCB v KXIP,RCB,KXIP,Virat Kohli,George Bailey,"M.Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore , Kings XI Punjab
2015,829787,Rajasthan Royals v Sunrisers Hyderabad,RR v SRH,RR,SRH,Shane Watson,David Warner,"Brabourne Stadium, Mumbai",Rajasthan Royals , Sunrisers Hyderabad
2015,829761,Kolkata Knight Riders v Delhi Daredevils,KKR v DC,KKR,DC,Gautam Gambhir,Jean-Paul Duminy,"Eden Gardens, Kolkata",Kolkata Knight Riders , Delhi Darede
2015,829789,Chennai Super Kings v Mumbai Indians,CSK v MI,CSK,MI,MS Dhoni,Rohit Sharma,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings , Mumbai Indians
2015,829791,Kolkata Knight Riders v Kings XI Punjab,KKR v KXIP,KKR,KXIP,Gautam Gambhir,George Bailey,"Eden Gardens, Kolkata",Kolkata Knight Riders , Kings XI Punjab
2015,829793,Delhi Daredevils v Sunrisers Hyderabad,DC v SRH,DC,SRH,Jean-Paul Duminy,David Warner,"Shaheed Veer Narayan Singh International Stadium, Raipur",Delhi Darede,ils 
2015,829795,Mumbai Indians v Royal Challengers Bangalore,MI v RCB,MI,RCB,Rohit Sharma,Virat Kohli,"Wankhede Stadium, Mumbai",Mumbai Indians , Royal Challengers Bangalore
2015,829797,Chennai Super Kings v Rajasthan Royals,CSK v RR,CSK,RR,MS Dhoni,Steven Smith,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings , Rajasthan Royals
2015,829799,Sunrisers Hyderabad v Kings XI Punjab,SRH v KXIP,SRH,KXIP,David Warner,George Bailey,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad , Kings XI Punjab
2015,829801,Delhi Daredevils v Chennai Super Kings,DC v CSK,DC,CSK,Jean-Paul Duminy,MS Dhoni,"Shaheed Veer Narayan Singh International Stadium, Raipur",Delhi Darede,ils 
2015,829803,Kings XI Punjab v Royal Challengers Bangalore,KXIP v RCB,KXIP,RCB,George Bailey,Virat Kohli,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Kings XI Punjab , Royal Challengers Bangalore
2015,829805,Mumbai Indians v Kolkata Knight Riders,MI v KKR,MI,KKR,Rohit Sharma,Gautam Gambhir,"Wankhede Stadium, Mumbai",Mumbai Indians , Kolkata Knight Riders
2015,829807,Sunrisers Hyderabad v Royal Challengers Bangalore,SRH v RCB,SRH,RCB,David Warner,Virat Kohli,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad , Royal Challengers Bangalore
2015,829809,Kings XI Punjab v Chennai Super Kings,KXIP v CSK,KXIP,CSK,George Bailey,MS Dhoni,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Kings XI Punjab , Chennai Super Kings
2015,829811,Rajasthan Royals v Kolkata Knight Riders,RR v KKR,RR,KKR,Steven Smith,Gautam Gambhir,"Brabourne Stadium, Mumbai",Rajasthan Royals , Kolkata Knight Riders
2015,829813,Royal Challengers Bangalore v Delhi Daredevils,RCB v DC,RCB,DC,Virat Kohli,Jean-Paul Duminy,"M.Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore , Delhi Darede
2015,829815,Sunrisers Hyderabad v Mumbai Indians,SRH v MI,SRH,MI,David Warner,Rohit Sharma,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad , Mumbai Indians
2015,829817,Chennai Super Kings v Mumbai Indians,CSK v MI,CSK,MI,MS Dhoni,Rohit Sharma,"Wankhede Stadium, Mumbai",Chennai Super Kings , Mumbai Indians
2015,829819,Rajasthan Royals v Royal Challengers Bangalore,RR v RCB,RR,RCB,Steven Smith,Virat Kohli,"Maharashtra Cricket Association Stadium, Pune",Rajasthan Royals , Royal Challengers Bangalore
2015,829821,Chennai Super Kings v Royal Challengers Bangalore,CSK v RCB,CSK,RCB,MS Dhoni,Virat Kohli,"JSCA International Stadium Complex, Ranchi",Chennai Super Kings , Royal Challengers Bangalore
2015,829823,Chennai Super Kings v Mumbai Indians,CSK v MI,CSK,MI,MS Dhoni,Rohit Sharma,"Eden Gardens, Kolkata",Chennai Super Kings , Mumbai Indians
2014,729279,Mumbai Indians v Kolkata Knight Riders,MI v KKR,MI,KKR,Rohit Sharma,Gautam Gambhir,"Sheikh Zayed Stadium, Abu Dhabi",Mumbai Indians , Kolkata Knight Riders
2014,729281,Delhi Daredevils v Royal Challengers Bangalore,DC v RCB,DC,RCB,Dinesh Karthik,Virat Kohli,Sharjah Cricket Stadium,Delhi Darede,ils 
2014,729283,Chennai Super Kings v Kings XI Punjab,CSK v KXIP,CSK,KXIP,MS Dhoni,George Bailey,"Sheikh Zayed Stadium, Abu Dhabi",Chennai Super Kings , Kings XI Punjab
2014,729285,Sunrisers Hyderabad v Rajasthan Royals,SRH v RR,SRH,RR,Shikhar Dhawan,Shane Watson,"Sheikh Zayed Stadium, Abu Dhabi",Sunrisers Hyderabad , Rajasthan Royals
2014,729287,Royal Challengers Bangalore v Mumbai Indians,RCB v MI,RCB,MI,Virat Kohli,Rohit Sharma,Dubai International Cricket Stadium,Royal Challengers Bangalore , Mumbai Indians
2014,729289,Kolkata Knight Riders v Delhi Daredevils,KKR v DC,KKR,DC,Gautam Gambhir,Dinesh Karthik,Dubai International Cricket Stadium,Kolkata Knight Riders , Delhi Darede
2014,729291,Rajasthan Royals v Kings XI Punjab,RR v KXIP,RR,KXIP,Shane Watson,George Bailey,Sharjah Cricket Stadium,Rajasthan Royals , Kings XI Punjab
2014,729293,Chennai Super Kings v Delhi Daredevils,CSK v DC,CSK,DC,MS Dhoni,Dinesh Karthik,"Sheikh Zayed Stadium, Abu Dhabi",Chennai Super Kings , Delhi Darede
2014,729295,Kings XI Punjab v Sunrisers Hyderabad,KXIP v SRH,KXIP,SRH,George Bailey,Shikhar Dhawan,Sharjah Cricket Stadium,Kings XI Punjab , Sunrisers Hyderabad
2014,729297,Rajasthan Royals v Chennai Super Kings,RR v CSK,RR,CSK,Shane Watson,MS Dhoni,Dubai International Cricket Stadium,Rajasthan Royals , Chennai Super Kings
2014,729299,Royal Challengers Bangalore v Kolkata Knight Riders,RCB v KKR,RCB,KKR,Virat Kohli,Gautam Gambhir,Sharjah Cricket Stadium,Royal Challengers Bangalore , Kolkata Knight Riders
2014,729301,Sunrisers Hyderabad v Delhi Daredevils,SRH v DC,SRH,DC,Shikhar Dhawan,Kevin Pietersen,Dubai International Cricket Stadium,Sunrisers Hyderabad , Delhi Darede
2014,729303,Chennai Super Kings v Mumbai Indians,CSK v MI,CSK,MI,MS Dhoni,Rohit Sharma,Dubai International Cricket Stadium,Chennai Super Kings , Mumbai Indians
2014,729305,Rajasthan Royals v Royal Challengers Bangalore,RR v RCB,RR,RCB,Shane Watson,Virat Kohli,"Sheikh Zayed Stadium, Abu Dhabi",Rajasthan Royals , Royal Challengers Bangalore
2014,729307,Kolkata Knight Riders v Kings XI Punjab,KKR v KXIP,KKR,KXIP,Gautam Gambhir,George Bailey,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders , Kings XI Punjab
2014,729309,Delhi Daredevils v Mumbai Indians,DC v MI,DC,MI,Kevin Pietersen,Rohit Sharma,Sharjah Cricket Stadium,Delhi Darede,ils 
2014,729311,Sunrisers Hyderabad v Chennai Super Kings,SRH v CSK,SRH,CSK,Shikhar Dhawan,MS Dhoni,Sharjah Cricket Stadium,Sunrisers Hyderabad , Chennai Super Kings
2014,729313,Kings XI Punjab v Royal Challengers Bangalore,KXIP v RCB,KXIP,RCB,George Bailey,Virat Kohli,Dubai International Cricket Stadium,Kings XI Punjab , Royal Challengers Bangalore
2014,729315,Kolkata Knight Riders v Rajasthan Royals,KKR v RR,KKR,RR,Gautam Gambhir,Shane Watson,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders , Rajasthan Royals
2014,729317,Mumbai Indians v Sunrisers Hyderabad,MI v SRH,MI,SRH,Rohit Sharma,Shikhar Dhawan,Dubai International Cricket Stadium,Mumbai Indians , Sunrisers Hyderabad
2014,733971,Chennai Super Kings v Kolkata Knight Riders,CSK v KKR,CSK,KKR,MS Dhoni,Gautam Gambhir,"JSCA International Stadium Complex, Ranchi",Chennai Super Kings , Kolkata Knight Riders
2014,733973,Mumbai Indians v Kings XI Punjab,MI v KXIP,MI,KXIP,Rohit Sharma,George Bailey,"Wankhede Stadium, Mumbai",Mumbai Indians , Kings XI Punjab
2014,733975,Delhi Daredevils v Rajasthan Royals,DC v RR,DC,RR,Kevin Pietersen,Shane Watson,"Arun Jaitley Stadium, Delhi",Delhi Darede,ils 
2014,733977,Royal Challengers Bangalore v Sunrisers Hyderabad,RCB v SRH,RCB,SRH,Virat Kohli,Shikhar Dhawan,"M.Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore , Sunrisers Hyderabad
2014,733979,Rajasthan Royals v Kolkata Knight Riders,RR v KKR,RR,KKR,Shane Watson,Gautam Gambhir,"Sardar Patel (Gujarat) Stadium, Motera, Ahmedabad",Rajasthan Royals , Kolkata Knight Riders
2014,733981,Delhi Daredevils v Chennai Super Kings,DC v CSK,DC,CSK,Kevin Pietersen,MS Dhoni,"Arun Jaitley Stadium, Delhi",Delhi Darede,ils 
2014,733983,Mumbai Indians v Royal Challengers Bangalore,MI v RCB,MI,RCB,Rohit Sharma,Virat Kohli,"Wankhede Stadium, Mumbai",Mumbai Indians , Royal Challengers Bangalore
2014,733985,Delhi Daredevils v Kolkata Knight Riders,DC v KKR,DC,KKR,Kevin Pietersen,Gautam Gambhir,"Arun Jaitley Stadium, Delhi",Delhi Darede,ils 
2014,733987,Kings XI Punjab v Chennai Super Kings,KXIP v CSK,KXIP,CSK,George Bailey,MS Dhoni,"Barabati Stadium, Cuttack",Kings XI Punjab , Chennai Super Kings
2014,733989,Rajasthan Royals v Sunrisers Hyderabad,RR v SRH,RR,SRH,Shane Watson,Shikhar Dhawan,"Sardar Patel (Gujarat) Stadium, Motera, Ahmedabad",Rajasthan Royals , Sunrisers Hyderabad
2014,733991,Royal Challengers Bangalore v Kings XI Punjab,RCB v KXIP,RCB,KXIP,Virat Kohli,George Bailey,"M.Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore , Kings XI Punjab
2014,733993,Delhi Daredevils v Sunrisers Hyderabad,DC v SRH,DC,SRH,Kevin Pietersen,Shikhar Dhawan,"Arun Jaitley Stadium, Delhi",Delhi Darede,ils 
2014,733995,Mumbai Indians v Chennai Super Kings,MI v CSK,MI,CSK,Rohit Sharma,MS Dhoni,"Wankhede Stadium, Mumbai",Mumbai Indians , Chennai Super Kings
2014,733997,Kings XI Punjab v Kolkata Knight Riders,KXIP v KKR,KXIP,KKR,George Bailey,Gautam Gambhir,"Barabati Stadium, Cuttack",Kings XI Punjab , Kolkata Knight Riders
2014,733999,Royal Challengers Bangalore v Rajasthan Royals,RCB v RR,RCB,RR,Virat Kohli,Shane Watson,"M.Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore , Rajasthan Royals
2014,734001,Sunrisers Hyderabad v Mumbai Indians,SRH v MI,SRH,MI,Shikhar Dhawan,Rohit Sharma,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad , Mumbai Indians
2014,734003,Chennai Super Kings v Rajasthan Royals,CSK v RR,CSK,RR,MS Dhoni,Shane Watson,"JSCA International Stadium Complex, Ranchi",Chennai Super Kings , Rajasthan Royals
2014,734005,Royal Challengers Bangalore v Delhi Daredevils,RCB v DC,RCB,DC,Virat Kohli,Kevin Pietersen,"M.Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore , Delhi Darede
2014,734007,Sunrisers Hyderabad v Kings XI Punjab,SRH v KXIP,SRH,KXIP,Shikhar Dhawan,George Bailey,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad , Kings XI Punjab
2014,734009,Kolkata Knight Riders v Mumbai Indians,KKR v MI,KKR,MI,Gautam Gambhir,Rohit Sharma,"Barabati Stadium, Cuttack",Kolkata Knight Riders , Mumbai Indians
2014,734011,Rajasthan Royals v Delhi Daredevils,RR v DC,RR,DC,Steven Smith,Kevin Pietersen,"Sardar Patel (Gujarat) Stadium, Motera, Ahmedabad",Rajasthan Royals , Delhi Darede
2014,734013,Chennai Super Kings v Royal Challengers Bangalore,CSK v RCB,CSK,RCB,MS Dhoni,Virat Kohli,"JSCA International Stadium Complex, Ranchi",Chennai Super Kings , Royal Challengers Bangalore
2014,734015,Sunrisers Hyderabad v Kolkata Knight Riders,SRH v KKR,SRH,KKR,Daren Sammy,Gautam Gambhir,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad , Kolkata Knight Riders
2014,734017,Rajasthan Royals v Mumbai Indians,RR v MI,RR,MI,Shane Watson,Rohit Sharma,"Sardar Patel (Gujarat) Stadium, Motera, Ahmedabad",Rajasthan Royals , Mumbai Indians
2014,734019,Delhi Daredevils v Kings XI Punjab,DC v KXIP,DC,KXIP,Kevin Pietersen,George Bailey,"Arun Jaitley Stadium, Delhi",Delhi Darede,ils 
2014,734021,Sunrisers Hyderabad v Royal Challengers Bangalore,SRH v RCB,SRH,RCB,Daren Sammy,Virat Kohli,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad , Royal Challengers Bangalore
2014,734023,Kolkata Knight Riders v Chennai Super Kings,KKR v CSK,KKR,CSK,Gautam Gambhir,MS Dhoni,"Eden Gardens, Kolkata",Kolkata Knight Riders , Chennai Super Kings
2014,734025,Kings XI Punjab v Mumbai Indians,KXIP v MI,KXIP,MI,George Bailey,Rohit Sharma,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Kings XI Punjab , Mumbai Indians
2014,734027,Kolkata Knight Riders v Royal Challengers Bangalore,KKR v RCB,KKR,RCB,Gautam Gambhir,Virat Kohli,"Eden Gardens, Kolkata",Kolkata Knight Riders , Royal Challengers Bangalore
2014,734029,Chennai Super Kings v Sunrisers Hyderabad,CSK v SRH,CSK,SRH,MS Dhoni,Daren Sammy,"JSCA International Stadium Complex, Ranchi",Chennai Super Kings , Sunrisers Hyderabad
2014,734031,Mumbai Indians v Delhi Daredevils,MI v DC,MI,DC,Rohit Sharma,Kevin Pietersen,"Wankhede Stadium, Mumbai",Mumbai Indians , Delhi Darede
2014,734033,Kings XI Punjab v Rajasthan Royals,KXIP v RR,KXIP,RR,George Bailey,Shane Watson,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Kings XI Punjab , Rajasthan Royals
2014,734035,Royal Challengers Bangalore v Chennai Super Kings,RCB v CSK,RCB,CSK,Virat Kohli,MS Dhoni,"M.Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore , Chennai Super Kings
2014,734037,Kolkata Knight Riders v Sunrisers Hyderabad,KKR v SRH,KKR,SRH,Gautam Gambhir,Daren Sammy,"Eden Gardens, Kolkata",Kolkata Knight Riders , Sunrisers Hyderabad
2014,734039,Kings XI Punjab v Delhi Daredevils,KXIP v DC,KXIP,DC,George Bailey,Kevin Pietersen,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Kings XI Punjab , Delhi Darede
2014,734041,Mumbai Indians v Rajasthan Royals,MI v RR,MI,RR,Rohit Sharma,Shane Watson,"Wankhede Stadium, Mumbai",Mumbai Indians , Rajasthan Royals
2014,734043,Kolkata Knight Riders v Kings XI Punjab,KKR v KXIP,KKR,KXIP,Gautam Gambhir,George Bailey,"Eden Gardens, Kolkata",Kolkata Knight Riders , Kings XI Punjab
2014,734045,Mumbai Indians v Chennai Super Kings,MI v CSK,MI,CSK,Rohit Sharma,MS Dhoni,"Brabourne Stadium, Mumbai",Mumbai Indians , Chennai Super Kings
2014,734047,Chennai Super Kings v Kings XI Punjab,CSK v KXIP,CSK,KXIP,MS Dhoni,George Bailey,"Wankhede Stadium, Mumbai",Chennai Super Kings , Kings XI Punjab
2014,734049,Kings XI Punjab v Kolkata Knight Riders,KXIP v KKR,KXIP,KKR,George Bailey,Gautam Gambhir,"M.Chinnaswamy Stadium, Bengaluru",Kings XI Punjab , Kolkata Knight Riders
2013,597998,Kolkata Knight Riders v Delhi Daredevils,KKR v DC,KKR,DC,Gautam Gambhir,Mahela Jayawardene,"Eden Gardens, Kolkata",Kolkata Knight Riders , Delhi Darede
2013,597999,Royal Challengers Bangalore v Mumbai Indians,RCB v MI,RCB,MI,Virat Kohli,Ricky Ponting,"M.Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore , Mumbai Indians
2013,598000,Sunrisers Hyderabad v Pune Warriors,SRH v PWI,SRH,PWI,Kumar Sangakkara,Angelo Mathews,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad , Pune Warriors
2013,598001,Delhi Daredevils v Rajasthan Royals,DC v RR,DC,RR,Mahela Jayawardene,Rahul Dravid,"Arun Jaitley Stadium, Delhi",Delhi Darede,ils 
2013,598002,Chennai Super Kings v Mumbai Indians,CSK v MI,CSK,MI,MS Dhoni,Ricky Ponting,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings , Mumbai Indians
2013,598003,Pune Warriors v Kings XI Punjab,PWI v KXIP,PWI,KXIP,Angelo Mathews,Adam Gilchrist,"Maharashtra Cricket Association Stadium, Pune",Pune Warriors , Kings XI Punjab
2013,598004,Sunrisers Hyderabad v Royal Challengers Bangalore,SRH v RCB,SRH,RCB,Kumar Sangakkara,Virat Kohli,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad , Royal Challengers Bangalore
2013,598005,Rajasthan Royals v Kolkata Knight Riders,RR v KKR,RR,KKR,Rahul Dravid,Gautam Gambhir,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals , Kolkata Knight Riders
2013,598048,Royal Challengers Bangalore v Sunrisers Hyderabad,RCB v SRH,RCB,SRH,Virat Kohli,Kumar Sangakkara,"M.Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore , Sunrisers Hyderabad
2013,598006,Mumbai Indians v Delhi Daredevils,MI v DC,MI,DC,Ricky Ponting,Mahela Jayawardene,"Wankhede Stadium, Mumbai",Mumbai Indians , Delhi Darede
2013,598007,Kings XI Punjab v Chennai Super Kings,KXIP v CSK,KXIP,CSK,Adam Gilchrist,MS Dhoni,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Kings XI Punjab , Chennai Super Kings
2013,598008,Royal Challengers Bangalore v Kolkata Knight Riders,RCB v KKR,RCB,KKR,Virat Kohli,Gautam Gambhir,"M.Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore , Kolkata Knight Riders
2013,598009,Pune Warriors v Rajasthan Royals,PWI v RR,PWI,RR,Angelo Mathews,Rahul Dravid,"Maharashtra Cricket Association Stadium, Pune",Pune Warriors , Rajasthan Royals
2013,598010,Delhi Daredevils v Sunrisers Hyderabad,DC v SRH,DC,SRH,Mahela Jayawardene,Kumar Sangakkara,"Arun Jaitley Stadium, Delhi",Delhi Darede,ils 
2013,598011,Mumbai Indians v Pune Warriors,MI v PWI,MI,PWI,Ricky Ponting,Angelo Mathews,"Wankhede Stadium, Mumbai",Mumbai Indians , Pune Warriors
2013,598012,Chennai Super Kings v Royal Challengers Bangalore,CSK v RCB,CSK,RCB,MS Dhoni,Virat Kohli,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings , Royal Challengers Bangalore
2013,598013,Kolkata Knight Riders v Sunrisers Hyderabad,KKR v SRH,KKR,SRH,Gautam Gambhir,Kumar Sangakkara,"Eden Gardens, Kolkata",Kolkata Knight Riders , Sunrisers Hyderabad
2013,598014,Rajasthan Royals v Kings XI Punjab,RR v KXIP,RR,KXIP,Rahul Dravid,Adam Gilchrist,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals , Kings XI Punjab
2013,598015,Chennai Super Kings v Pune Warriors,CSK v PWI,CSK,PWI,MS Dhoni,Ross Taylor,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings , Pune Warriors
2013,598016,Kings XI Punjab v Kolkata Knight Riders,KXIP v KKR,KXIP,KKR,Adam Gilchrist,Gautam Gambhir,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Kings XI Punjab , Kolkata Knight Riders
2013,598017,Royal Challengers Bangalore v Delhi Daredevils,RCB v DC,RCB,DC,Virat Kohli,Mahela Jayawardene,"M.Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore , Delhi Darede
2013,598018,Pune Warriors v Sunrisers Hyderabad,PWI v SRH,PWI,SRH,Angelo Mathews,Cameron White,"Maharashtra Cricket Association Stadium, Pune",Pune Warriors , Sunrisers Hyderabad
2013,598019,Rajasthan Royals v Mumbai Indians,RR v MI,RR,MI,Rahul Dravid,Ricky Ponting,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals , Mumbai Indians
2013,598020,Delhi Daredevils v Chennai Super Kings,DC v CSK,DC,CSK,Mahela Jayawardene,MS Dhoni,"Arun Jaitley Stadium, Delhi",Delhi Darede,ils 
2013,598021,Sunrisers Hyderabad v Kings XI Punjab,SRH v KXIP,SRH,KXIP,Cameron White,Adam Gilchrist,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad , Kings XI Punjab
2013,598022,Kolkata Knight Riders v Chennai Super Kings,KKR v CSK,KKR,CSK,Gautam Gambhir,MS Dhoni,"Eden Gardens, Kolkata",Kolkata Knight Riders , Chennai Super Kings
2013,598023,Royal Challengers Bangalore v Rajasthan Royals,RCB v RR,RCB,RR,Virat Kohli,Rahul Dravid,"M.Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore , Rajasthan Royals
2013,598024,Delhi Daredevils v Mumbai Indians,DC v MI,DC,MI,Mahela Jayawardene,Ricky Ponting,"Arun Jaitley Stadium, Delhi",Delhi Darede,ils 
2013,598025,Kings XI Punjab v Pune Warriors,KXIP v PWI,KXIP,PWI,Adam Gilchrist,Aaron Finch,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Kings XI Punjab , Pune Warriors
2013,598026,Chennai Super Kings v Rajasthan Royals,CSK v RR,CSK,RR,MS Dhoni,Rahul Dravid,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings , Rajasthan Royals
2013,598027,Royal Challengers Bangalore v Pune Warriors,RCB v PWI,RCB,PWI,Virat Kohli,Aaron Finch,"M.Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore , Pune Warriors
2013,598059,Delhi Daredevils v Kings XI Punjab,DC v KXIP,DC,KXIP,Mahela Jayawardene,Adam Gilchrist,"Arun Jaitley Stadium, Delhi",Delhi Darede,ils 
2013,598029,Kolkata Knight Riders v Mumbai Indians,KKR v MI,KKR,MI,Gautam Gambhir,Rohit Sharma,"Eden Gardens, Kolkata",Kolkata Knight Riders , Mumbai Indians
2013,598030,Chennai Super Kings v Sunrisers Hyderabad,CSK v SRH,CSK,SRH,MS Dhoni,Cameron White,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings , Sunrisers Hyderabad
2013,598031,Kolkata Knight Riders v Kings XI Punjab,KKR v KXIP,KKR,KXIP,Gautam Gambhir,Adam Gilchrist,"Eden Gardens, Kolkata",Kolkata Knight Riders , Kings XI Punjab
2013,598032,Rajasthan Royals v Sunrisers Hyderabad,RR v SRH,RR,SRH,Rahul Dravid,Kumar Sangakkara,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals , Sunrisers Hyderabad
2013,598033,Mumbai Indians v Royal Challengers Bangalore,MI v RCB,MI,RCB,Rohit Sharma,Virat Kohli,"Wankhede Stadium, Mumbai",Mumbai Indians , Royal Challengers Bangalore
2013,598034,Chennai Super Kings v Kolkata Knight Riders,CSK v KKR,CSK,KKR,MS Dhoni,Gautam Gambhir,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings , Kolkata Knight Riders
2013,598035,Delhi Daredevils v Pune Warriors,DC v PWI,DC,PWI,Mahela Jayawardene,Aaron Finch,"Shaheed Veer Narayan Singh International Stadium, Raipur",Delhi Darede,ils 
2013,598036,Rajasthan Royals v Royal Challengers Bangalore,RR v RCB,RR,RCB,Rahul Dravid,Virat Kohli,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals , Royal Challengers Bangalore
2013,598037,Mumbai Indians v Kings XI Punjab,MI v KXIP,MI,KXIP,Rohit Sharma,David Hussey,"Wankhede Stadium, Mumbai",Mumbai Indians , Kings XI Punjab
2013,598038,Pune Warriors v Chennai Super Kings,PWI v CSK,PWI,CSK,Aaron Finch,MS Dhoni,"Maharashtra Cricket Association Stadium, Pune",Pune Warriors , Chennai Super Kings
2013,598039,Sunrisers Hyderabad v Mumbai Indians,SRH v MI,SRH,MI,Kumar Sangakkara,Rohit Sharma,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad , Mumbai Indians
2013,598040,Delhi Daredevils v Kolkata Knight Riders,DC v KKR,DC,KKR,Mahela Jayawardene,Gautam Gambhir,"Shaheed Veer Narayan Singh International Stadium, Raipur",Delhi Darede,ils 
