season,id,name,short_name,home_team,away_team,home_captain,away_captain,venue_name,home_team_name,away_team_name
2013,598041,Chennai Super Kings v Kings XI Punjab,CSK v KXIP,CSK,KXIP,MS Dhoni,David Hussey,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings , Kings XI Punjab
2013,598042,Pune Warriors v Royal Challengers Bangalore,PWI v RCB,PWI,RCB,Aaron Finch,Virat Kohli,"Maharashtra Cricket Association Stadium, Pune",Pune Warriors , Royal Challengers Bangalore
2013,598043,Kolkata Knight Riders v Rajasthan Royals,KKR v RR,KKR,RR,Gautam Gambhir,Rahul Dravid,"Eden Gardens, Kolkata",Kolkata Knight Riders , Rajasthan Royals
2013,598044,Sunrisers Hyderabad v Delhi Daredevils,SRH v DC,SRH,DC,Kumar Sangakkara,Mahela Jayawardene,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad , Delhi Darede
2013,598046,Mumbai Indians v Chennai Super Kings,MI v CSK,MI,CSK,Rohit Sharma,MS Dhoni,"Wankhede Stadium, Mumbai",Mumbai Indians , Chennai Super Kings
2013,598047,Rajasthan Royals v Pune Warriors,RR v PWI,RR,PWI,Rahul Dravid,Aaron Finch,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals , Pune Warriors
2013,598064,Kings XI Punjab v Royal Challengers Bangalore,KXIP v RCB,KXIP,RCB,David Hussey,Virat Kohli,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Kings XI Punjab , Royal Challengers Bangalore
2013,598049,Rajasthan Royals v Delhi Daredevils,RR v DC,RR,DC,Rahul Dravid,Mahela Jayawardene,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals , Delhi Darede
2013,598050,Mumbai Indians v Kolkata Knight Riders,MI v KKR,MI,KKR,Rohit Sharma,Gautam Gambhir,"Wankhede Stadium, Mumbai",Mumbai Indians , Kolkata Knight Riders
2013,598051,Sunrisers Hyderabad v Chennai Super Kings,SRH v CSK,SRH,CSK,Kumar Sangakkara,MS Dhoni,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad , Chennai Super Kings
2013,598052,Kings XI Punjab v Rajasthan Royals,KXIP v RR,KXIP,RR,Adam Gilchrist,Rahul Dravid,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Kings XI Punjab , Rajasthan Royals
2013,598053,Pune Warriors v Kolkata Knight Riders,PWI v KKR,PWI,KKR,Aaron Finch,Gautam Gambhir,"Maharashtra Cricket Association Stadium, Pune",Pune Warriors , Kolkata Knight Riders
2013,598054,Delhi Daredevils v Royal Challengers Bangalore,DC v RCB,DC,RCB,David Warner,Virat Kohli,"Arun Jaitley Stadium, Delhi",Delhi Darede,ils 
2013,598055,Pune Warriors v Mumbai Indians,PWI v MI,PWI,MI,Aaron Finch,Rohit Sharma,"Maharashtra Cricket Association Stadium, Pune",Pune Warriors , Mumbai Indians
2013,598056,Kings XI Punjab v Sunrisers Hyderabad,KXIP v SRH,KXIP,SRH,Adam Gilchrist,Cameron White,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Kings XI Punjab , Sunrisers Hyderabad
2013,598057,Kolkata Knight Riders v Royal Challengers Bangalore,KKR v RCB,KKR,RCB,Gautam Gambhir,Virat Kohli,"JSCA International Stadium Complex, Ranchi",Kolkata Knight Riders , Royal Challengers Bangalore
2013,598058,Rajasthan Royals v Chennai Super Kings,RR v CSK,RR,CSK,Rahul Dravid,MS Dhoni,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals , Chennai Super Kings
2013,598060,Mumbai Indians v Sunrisers Hyderabad,MI v SRH,MI,SRH,Rohit Sharma,Cameron White,"Wankhede Stadium, Mumbai",Mumbai Indians , Sunrisers Hyderabad
2013,598045,Royal Challengers Bangalore v Kings XI Punjab,RCB v KXIP,RCB,KXIP,Virat Kohli,Adam Gilchrist,"M.Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore , Kings XI Punjab
2013,598062,Chennai Super Kings v Delhi Daredevils,CSK v DC,CSK,DC,MS Dhoni,David Warner,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings , Delhi Darede
2013,598061,Kolkata Knight Riders v Pune Warriors,KKR v PWI,KKR,PWI,Gautam Gambhir,Aaron Finch,"JSCA International Stadium Complex, Ranchi",Kolkata Knight Riders , Pune Warriors
2013,598063,Mumbai Indians v Rajasthan Royals,MI v RR,MI,RR,Rohit Sharma,Rahul Dravid,"Wankhede Stadium, Mumbai",Mumbai Indians , Rajasthan Royals
2013,598028,Kings XI Punjab v Delhi Daredevils,KXIP v DC,KXIP,DC,Adam Gilchrist,Mahela Jayawardene,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Kings XI Punjab , Delhi Darede
2013,598065,Sunrisers Hyderabad v Rajasthan Royals,SRH v RR,SRH,RR,Cameron White,Rahul Dravid,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad , Rajasthan Royals
2013,598066,Kings XI Punjab v Mumbai Indians,KXIP v MI,KXIP,MI,Adam Gilchrist,Rohit Sharma,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Kings XI Punjab , Mumbai Indians
2013,598068,Royal Challengers Bangalore v Chennai Super Kings,RCB v CSK,RCB,CSK,Virat Kohli,MS Dhoni,"M.Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore , Chennai Super Kings
2013,598067,Pune Warriors v Delhi Daredevils,PWI v DC,PWI,DC,Aaron Finch,Mahela Jayawardene,"Maharashtra Cricket Association Stadium, Pune",Pune Warriors , Delhi Darede
2013,598069,Sunrisers Hyderabad v Kolkata Knight Riders,SRH v KKR,SRH,KKR,Cameron White,Gautam Gambhir,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad , Kolkata Knight Riders
2013,598070,Chennai Super Kings v Mumbai Indians,CSK v MI,CSK,MI,MS Dhoni,Rohit Sharma,"Arun Jaitley Stadium, Delhi",Chennai Super Kings , Mumbai Indians
2013,598071,Rajasthan Royals v Sunrisers Hyderabad,RR v SRH,RR,SRH,Rahul Dravid,Cameron White,"Arun Jaitley Stadium, Delhi",Rajasthan Royals , Sunrisers Hyderabad
2013,598072,Mumbai Indians v Rajasthan Royals,MI v RR,MI,RR,Rohit Sharma,Rahul Dravid,"Eden Gardens, Kolkata",Mumbai Indians , Rajasthan Royals
2013,598073,Chennai Super Kings v Mumbai Indians,CSK v MI,CSK,MI,MS Dhoni,Rohit Sharma,"Eden Gardens, Kolkata",Chennai Super Kings , Mumbai Indians
2012,548306,Chennai Super Kings v Mumbai Indians,CSK v MI,CSK,MI,MS Dhoni,Harbhajan Singh,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings , Mumbai Indians
2012,548307,Kolkata Knight Riders v Delhi Daredevils,KKR v DC,KKR,DC,Gautam Gambhir,Virender Sehwag,"Eden Gardens, Kolkata",Kolkata Knight Riders , Delhi Darede
2012,548308,Mumbai Indians v Pune Warriors,MI v PWI,MI,PWI,Harbhajan Singh,Sourav Ganguly,"Wankhede Stadium, Mumbai",Mumbai Indians , Pune Warriors
2012,548309,Rajasthan Royals v Kings XI Punjab,RR v KXIP,RR,KXIP,Rahul Dravid,Adam Gilchrist,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals , Kings XI Punjab
2012,548310,Royal Challengers Bangalore v Delhi Daredevils,RCB v DC,RCB,DC,Daniel Vettori,Virender Sehwag,"M.Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore , Delhi Darede
2012,548311,Deccan Chargers v Chennai Super Kings,DC v CSK,SRH,CSK,Cameron White,MS Dhoni,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Deccan Chargers , Chennai Super Kings
2012,548312,Rajasthan Royals v Kolkata Knight Riders,RR v KKR,RR,KKR,Rahul Dravid,Gautam Gambhir,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals , Kolkata Knight Riders
2012,548313,Pune Warriors v Kings XI Punjab,PWI v KXIP,PWI,KXIP,Sourav Ganguly,Adam Gilchrist,"Maharashtra Cricket Association Stadium, Pune",Pune Warriors , Kings XI Punjab
2012,548314,Deccan Chargers v Mumbai Indians,DC v MI,SRH,MI,Kumar Sangakkara,Harbhajan Singh,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Deccan Chargers , Mumbai Indians
2012,548315,Royal Challengers Bangalore v Kolkata Knight Riders,RCB v KKR,RCB,KKR,Daniel Vettori,Gautam Gambhir,"M.Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore , Kolkata Knight Riders
2012,548316,Delhi Daredevils v Chennai Super Kings,DC v CSK,DC,CSK,Virender Sehwag,MS Dhoni,"Arun Jaitley Stadium, Delhi",Delhi Darede,ils 
2012,548317,Mumbai Indians v Rajasthan Royals,MI v RR,MI,RR,Harbhajan Singh,Rahul Dravid,"Wankhede Stadium, Mumbai",Mumbai Indians , Rajasthan Royals
2012,548318,Chennai Super Kings v Royal Challengers Bangalore,CSK v RCB,CSK,RCB,MS Dhoni,Daniel Vettori,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings , Royal Challengers Bangalore
2012,548319,Kings XI Punjab v Pune Warriors,KXIP v PWI,KXIP,PWI,Adam Gilchrist,Sourav Ganguly,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Kings XI Punjab , Pune Warriors
2012,548320,Kolkata Knight Riders v Rajasthan Royals,KKR v RR,KKR,RR,Gautam Gambhir,Rahul Dravid,"Eden Gardens, Kolkata",Kolkata Knight Riders , Rajasthan Royals
2012,548322,Pune Warriors v Chennai Super Kings,PWI v CSK,PWI,CSK,Sourav Ganguly,MS Dhoni,"Maharashtra Cricket Association Stadium, Pune",Pune Warriors , Chennai Super Kings
2012,548323,Kolkata Knight Riders v Kings XI Punjab,KKR v KXIP,KKR,KXIP,Gautam Gambhir,Adam Gilchrist,"Eden Gardens, Kolkata",Kolkata Knight Riders , Kings XI Punjab
2012,548324,Royal Challengers Bangalore v Rajasthan Royals,RCB v RR,RCB,RR,Daniel Vettori,Rahul Dravid,"M.Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore , Rajasthan Royals
2012,548325,Mumbai Indians v Delhi Daredevils,MI v DC,MI,DC,Harbhajan Singh,Virender Sehwag,"Wankhede Stadium, Mumbai",Mumbai Indians , Delhi Darede
2012,548326,Rajasthan Royals v Deccan Chargers,RR v DC,RR,SRH,Rahul Dravid,Kumar Sangakkara,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals , Deccan Chargers
2012,548327,Royal Challengers Bangalore v Pune Warriors,RCB v PWI,RCB,PWI,Daniel Vettori,Sourav Ganguly,"M.Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore , Pune Warriors
2012,548328,Kings XI Punjab v Kolkata Knight Riders,KXIP v KKR,KXIP,KKR,Adam Gilchrist,Gautam Gambhir,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Kings XI Punjab , Kolkata Knight Riders
2012,548321,Delhi Daredevils v Deccan Chargers,DC v SRH,DC,SRH,Virender Sehwag,Kumar Sangakkara,"Arun Jaitley Stadium, Delhi",Delhi Darede,ils 
2012,548330,Chennai Super Kings v Pune Warriors,CSK v PWI,CSK,PWI,MS Dhoni,Sourav Ganguly,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings , Pune Warriors
2012,548331,Kings XI Punjab v Royal Challengers Bangalore,KXIP v RCB,KXIP,RCB,David Hussey,Daniel Vettori,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Kings XI Punjab , Royal Challengers Bangalore
2012,548332,Chennai Super Kings v Rajasthan Royals,CSK v RR,CSK,RR,MS Dhoni,Rahul Dravid,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings , Rajasthan Royals
2012,548333,Delhi Daredevils v Pune Warriors,DC v PWI,DC,PWI,Virender Sehwag,Sourav Ganguly,"Arun Jaitley Stadium, Delhi",Delhi Darede,ils 
2012,548334,Mumbai Indians v Kings XI Punjab,MI v KXIP,MI,KXIP,Harbhajan Singh,David Hussey,"Wankhede Stadium, Mumbai",Mumbai Indians , Kings XI Punjab
2012,548335,Deccan Chargers v Kolkata Knight Riders,DC v KKR,SRH,KKR,Kumar Sangakkara,Gautam Gambhir,"Barabati Stadium, Cuttack",Deccan Chargers , Kolkata Knight Riders
2012,548336,Rajasthan Royals v Royal Challengers Bangalore,RR v RCB,RR,RCB,Rahul Dravid,Daniel Vettori,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals , Royal Challengers Bangalore
2012,548337,Pune Warriors v Delhi Daredevils,PWI v DC,PWI,DC,Sourav Ganguly,Virender Sehwag,"Maharashtra Cricket Association Stadium, Pune",Pune Warriors , Delhi Darede
2012,548339,Kings XI Punjab v Mumbai Indians,KXIP v MI,KXIP,MI,David Hussey,Harbhajan Singh,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Kings XI Punjab , Mumbai Indians
2012,548341,Pune Warriors v Deccan Chargers,PWI v DC,PWI,SRH,Sourav Ganguly,Kumar Sangakkara,"Maharashtra Cricket Association Stadium, Pune",Pune Warriors , Deccan Chargers
2012,548342,Delhi Daredevils v Mumbai Indians,DC v MI,DC,MI,Virender Sehwag,Harbhajan Singh,"Arun Jaitley Stadium, Delhi",Delhi Darede,ils 
2012,548343,Chennai Super Kings v Kings XI Punjab,CSK v KXIP,CSK,KXIP,MS Dhoni,David Hussey,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings , Kings XI Punjab
2012,548344,Kolkata Knight Riders v Royal Challengers Bangalore,KKR v RCB,KKR,RCB,Gautam Gambhir,Daniel Vettori,"Eden Gardens, Kolkata",Kolkata Knight Riders , Royal Challengers Bangalore
2012,548345,Delhi Daredevils v Rajasthan Royals,DC v RR,DC,RR,Virender Sehwag,Rahul Dravid,"Arun Jaitley Stadium, Delhi",Delhi Darede,ils 
2012,548346,Mumbai Indians v Deccan Chargers,MI v DC,MI,SRH,Harbhajan Singh,Cameron White,"Wankhede Stadium, Mumbai",Mumbai Indians , Deccan Chargers
2012,548347,Chennai Super Kings v Kolkata Knight Riders,CSK v KKR,CSK,KKR,MS Dhoni,Gautam Gambhir,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings , Kolkata Knight Riders
2012,548348,Deccan Chargers v Pune Warriors,DC v PWI,SRH,PWI,Kumar Sangakkara,Sourav Ganguly,"Barabati Stadium, Cuttack",Deccan Chargers , Pune Warriors
2012,548349,Rajasthan Royals v Delhi Daredevils,RR v DC,RR,DC,Rahul Dravid,Virender Sehwag,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals , Delhi Darede
2012,548350,Royal Challengers Bangalore v Kings XI Punjab,RCB v KXIP,RCB,KXIP,Daniel Vettori,David Hussey,"M.Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore , Kings XI Punjab
2012,548351,Pune Warriors v Mumbai Indians,PWI v MI,PWI,MI,Sourav Ganguly,Harbhajan Singh,"Maharashtra Cricket Association Stadium, Pune",Pune Warriors , Mumbai Indians
2012,548352,Chennai Super Kings v Deccan Chargers,CSK v DC,CSK,SRH,MS Dhoni,Kumar Sangakkara,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings , Deccan Chargers
2012,548353,Kolkata Knight Riders v Pune Warriors,KKR v PWI,KKR,PWI,Gautam Gambhir,Sourav Ganguly,"Eden Gardens, Kolkata",Kolkata Knight Riders , Pune Warriors
2012,548354,Kings XI Punjab v Rajasthan Royals,KXIP v RR,KXIP,RR,David Hussey,Rahul Dravid,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Kings XI Punjab , Rajasthan Royals
2012,548355,Mumbai Indians v Chennai Super Kings,MI v CSK,MI,CSK,Harbhajan Singh,MS Dhoni,"Wankhede Stadium, Mumbai",Mumbai Indians , Chennai Super Kings
2012,548356,Royal Challengers Bangalore v Deccan Chargers,RCB v DC,RCB,SRH,Virat Kohli,Kumar Sangakkara,"M.Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore , Deccan Chargers
2012,548357,Delhi Daredevils v Kolkata Knight Riders,DC v KKR,DC,KKR,Virender Sehwag,Gautam Gambhir,"Arun Jaitley Stadium, Delhi",Delhi Darede,ils 
2012,548358,Pune Warriors v Rajasthan Royals,PWI v RR,PWI,RR,Sourav Ganguly,Rahul Dravid,"Maharashtra Cricket Association Stadium, Pune",Pune Warriors , Rajasthan Royals
2012,548359,Deccan Chargers v Kings XI Punjab,DC v KXIP,SRH,KXIP,Kumar Sangakkara,David Hussey,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Deccan Chargers , Kings XI Punjab
2012,548360,Mumbai Indians v Royal Challengers Bangalore,MI v RCB,MI,RCB,Harbhajan Singh,Virat Kohli,"Wankhede Stadium, Mumbai",Mumbai Indians , Royal Challengers Bangalore
2012,548329,Deccan Chargers v Delhi Daredevils,SRH v DC,SRH,DC,Kumar Sangakkara,Virender Sehwag,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Deccan Chargers , Delhi Darede
2012,548361,Rajasthan Royals v Chennai Super Kings,RR v CSK,RR,CSK,Rahul Dravid,MS Dhoni,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals , Chennai Super Kings
2012,548362,Pune Warriors v Royal Challengers Bangalore,PWI v RCB,PWI,RCB,Steven Smith,Virat Kohli,"Maharashtra Cricket Association Stadium, Pune",Pune Warriors , Royal Challengers Bangalore
2012,548363,Kolkata Knight Riders v Mumbai Indians,KKR v MI,KKR,MI,Gautam Gambhir,Harbhajan Singh,"Eden Gardens, Kolkata",Kolkata Knight Riders , Mumbai Indians
2012,548364,Chennai Super Kings v Delhi Daredevils,CSK v DC,CSK,DC,MS Dhoni,Virender Sehwag,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings , Delhi Darede
2012,548365,Rajasthan Royals v Pune Warriors,RR v PWI,RR,PWI,Rahul Dravid,Sourav Ganguly,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals , Pune Warriors
2012,548366,Kings XI Punjab v Deccan Chargers,KXIP v DC,KXIP,SRH,David Hussey,Kumar Sangakkara,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Kings XI Punjab , Deccan Chargers
2012,548367,Royal Challengers Bangalore v Mumbai Indians,RCB v MI,RCB,MI,Virat Kohli,Harbhajan Singh,"M.Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore , Mumbai Indians
2012,548368,Kolkata Knight Riders v Chennai Super Kings,KKR v CSK,KKR,CSK,Gautam Gambhir,MS Dhoni,"Eden Gardens, Kolkata",Kolkata Knight Riders , Chennai Super Kings
2012,548369,Delhi Daredevils v Kings XI Punjab,DC v KXIP,DC,KXIP,Virender Sehwag,David Hussey,"Arun Jaitley Stadium, Delhi",Delhi Darede,ils 
2012,548370,Mumbai Indians v Kolkata Knight Riders,MI v KKR,MI,KKR,Harbhajan Singh,Gautam Gambhir,"Wankhede Stadium, Mumbai",Mumbai Indians , Kolkata Knight Riders
2012,548371,Kings XI Punjab v Chennai Super Kings,KXIP v CSK,KXIP,CSK,Adam Gilchrist,MS Dhoni,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Kings XI Punjab , Chennai Super Kings
2012,548372,Delhi Daredevils v Royal Challengers Bangalore,DC v RCB,DC,RCB,Mahela Jayawardene,Virat Kohli,"Arun Jaitley Stadium, Delhi",Delhi Darede,ils 
2012,548373,Deccan Chargers v Rajasthan Royals,DC v RR,SRH,RR,Cameron White,Rahul Dravid,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Deccan Chargers , Rajasthan Royals
2012,548374,Kings XI Punjab v Delhi Daredevils,KXIP v DC,KXIP,DC,Adam Gilchrist,Mahela Jayawardene,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Kings XI Punjab , Delhi Darede
2012,548375,Pune Warriors v Kolkata Knight Riders,PWI v KKR,PWI,KKR,Sourav Ganguly,Gautam Gambhir,"Maharashtra Cricket Association Stadium, Pune",Pune Warriors , Kolkata Knight Riders
2012,548376,Deccan Chargers v Royal Challengers Bangalore,DC v RCB,SRH,RCB,Kumar Sangakkara,Virat Kohli,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Deccan Chargers , Royal Challengers Bangalore
2012,548377,Rajasthan Royals v Mumbai Indians,RR v MI,RR,MI,Rahul Dravid,Harbhajan Singh,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals , Mumbai Indians
2012,548378,Delhi Daredevils v Kolkata Knight Riders,DC v KKR,DC,KKR,Virender Sehwag,Gautam Gambhir,"Maharashtra Cricket Association Stadium, Pune",Delhi Darede,ils 
2012,548379,Chennai Super Kings v Mumbai Indians,CSK v MI,CSK,MI,MS Dhoni,Harbhajan Singh,"M.Chinnaswamy Stadium, Bengaluru",Chennai Super Kings , Mumbai Indians
2012,548380,Chennai Super Kings v Delhi Daredevils,CSK v DC,CSK,DC,MS Dhoni,Virender Sehwag,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings , Delhi Darede
2012,548381,Chennai Super Kings v Kolkata Knight Riders,CSK v KKR,CSK,KKR,MS Dhoni,Gautam Gambhir,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings , Kolkata Knight Riders
2011,501198,Chennai Super Kings v Kolkata Knight Riders,CSK v KKR,CSK,KKR,MS Dhoni,Gautam Gambhir,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings , Kolkata Knight Riders
2011,501199,Deccan Chargers v Rajasthan Royals,DC v RR,SRH,RR,Kumar Sangakkara,Shane Warne,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Deccan Chargers , Rajasthan Royals
2011,501200,Kochi Tuskers Kerala v Royal Challengers Bangalore,Kochi v RCB,Kochi,RCB,Mahela Jayawardene,Daniel Vettori,"Nehru Stadium, Kochi",Kochi Tuskers Kerala , Royal Challengers Bangalore
2011,501201,Delhi Daredevils v Mumbai Indians,DC v MI,DC,MI,Virender Sehwag,Sachin Tendulkar,"Arun Jaitley Stadium, Delhi",Delhi Darede,ils 
2011,501202,Pune Warriors v Kings XI Punjab,PWI v KXIP,PWI,KXIP,Yuvraj Singh,Adam Gilchrist,"Dr DY Patil Sports Academy, Mumbai",Pune Warriors , Kings XI Punjab
2011,501203,Kolkata Knight Riders v Deccan Chargers,KKR v DC,KKR,SRH,Gautam Gambhir,Kumar Sangakkara,"Eden Gardens, Kolkata",Kolkata Knight Riders , Deccan Chargers
2011,501204,Rajasthan Royals v Delhi Daredevils,RR v DC,RR,DC,Shane Warne,Virender Sehwag,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals , Delhi Darede
2011,501205,Royal Challengers Bangalore v Mumbai Indians,RCB v MI,RCB,MI,Daniel Vettori,Sachin Tendulkar,"M.Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore , Mumbai Indians
2011,501206,Kings XI Punjab v Chennai Super Kings,KXIP v CSK,KXIP,CSK,Adam Gilchrist,MS Dhoni,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Kings XI Punjab , Chennai Super Kings
2011,501207,Pune Warriors v Kochi Tuskers Kerala,PWI v Kochi,PWI,Kochi,Yuvraj Singh,Mahela Jayawardene,"Dr DY Patil Sports Academy, Mumbai",Pune Warriors , Kochi Tuskers Kerala
2011,501208,Deccan Chargers v Royal Challengers Bangalore,DC v RCB,SRH,RCB,Kumar Sangakkara,Daniel Vettori,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Deccan Chargers , Royal Challengers Bangalore
2011,501209,Rajasthan Royals v Kolkata Knight Riders,RR v KKR,RR,KKR,Shane Warne,Gautam Gambhir,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals , Kolkata Knight Riders
2011,501210,Mumbai Indians v Kochi Tuskers Kerala,MI v Kochi,MI,Kochi,Sachin Tendulkar,Mahela Jayawardene,"Wankhede Stadium, Mumbai",Mumbai Indians , Kochi Tuskers Kerala
2011,501211,Chennai Super Kings v Royal Challengers Bangalore,CSK v RCB,CSK,RCB,MS Dhoni,Daniel Vettori,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings , Royal Challengers Bangalore
2011,501212,Deccan Chargers v Kings XI Punjab,DC v KXIP,SRH,KXIP,Kumar Sangakkara,Adam Gilchrist,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Deccan Chargers , Kings XI Punjab
2011,501213,Pune Warriors v Delhi Daredevils,PWI v DC,PWI,DC,Yuvraj Singh,Virender Sehwag,"Dr DY Patil Sports Academy, Mumbai",Pune Warriors , Delhi Darede
2011,501214,Kolkata Knight Riders v Rajasthan Royals,KKR v RR,KKR,RR,Gautam Gambhir,Shane Warne,"Eden Gardens, Kolkata",Kolkata Knight Riders , Rajasthan Royals
2011,501215,Kochi Tuskers Kerala v Chennai Super Kings,Kochi v CSK,Kochi,CSK,Mahela Jayawardene,MS Dhoni,"Nehru Stadium, Kochi",Kochi Tuskers Kerala , Chennai Super Kings
2011,501216,Delhi Daredevils v Deccan Chargers,DC v SRH,DC,SRH,Virender Sehwag,Kumar Sangakkara,"Arun Jaitley Stadium, Delhi",Delhi Darede,ils 
2011,501218,Mumbai Indians v Pune Warriors,MI v PWI,MI,PWI,Sachin Tendulkar,Yuvraj Singh,"Wankhede Stadium, Mumbai",Mumbai Indians , Pune Warriors
2011,501219,Kolkata Knight Riders v Kochi Tuskers Kerala,KKR v Kochi,KKR,Kochi,Gautam Gambhir,Mahela Jayawardene,"Eden Gardens, Kolkata",Kolkata Knight Riders , Kochi Tuskers Kerala
2011,501220,Kings XI Punjab v Rajasthan Royals,KXIP v RR,KXIP,RR,Adam Gilchrist,Shane Warne,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Kings XI Punjab , Rajasthan Royals
2011,501222,Kolkata Knight Riders v Royal Challengers Bangalore,KKR v RCB,KKR,RCB,Gautam Gambhir,Daniel Vettori,"Eden Gardens, Kolkata",Kolkata Knight Riders , Royal Challengers Bangalore
2011,501221,Mumbai Indians v Chennai Super Kings,MI v CSK,MI,CSK,Sachin Tendulkar,MS Dhoni,"Wankhede Stadium, Mumbai",Mumbai Indians , Chennai Super Kings
2011,501223,Delhi Daredevils v Kings XI Punjab,DC v KXIP,DC,KXIP,Virender Sehwag,Adam Gilchrist,"Arun Jaitley Stadium, Delhi",Delhi Darede,ils 
2011,501224,Deccan Chargers v Mumbai Indians,DC v MI,SRH,MI,Kumar Sangakkara,Sachin Tendulkar,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Deccan Chargers , Mumbai Indians
2011,501225,Rajasthan Royals v Kochi Tuskers Kerala,RR v Kochi,RR,Kochi,Shane Warne,Mahela Jayawardene,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals , Kochi Tuskers Kerala
2011,501226,Chennai Super Kings v Pune Warriors,CSK v PWI,CSK,PWI,MS Dhoni,Yuvraj Singh,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings , Pune Warriors
2011,501227,Delhi Daredevils v Royal Challengers Bangalore,DC v RCB,DC,RCB,Virender Sehwag,Daniel Vettori,"Arun Jaitley Stadium, Delhi",Delhi Darede,ils 
2011,501228,Pune Warriors v Chennai Super Kings,PWI v CSK,PWI,CSK,Yuvraj Singh,MS Dhoni,"Dr DY Patil Sports Academy, Mumbai",Pune Warriors , Chennai Super Kings
2011,501229,Kochi Tuskers Kerala v Deccan Chargers,Kochi v DC,Kochi,SRH,Mahela Jayawardene,Kumar Sangakkara,"Nehru Stadium, Kochi",Kochi Tuskers Kerala , Deccan Chargers
